Date,Open,High,Low,Close,Volume,Count
12/6/2012,27.68,27.75,26.82,26.97,46001493,991
12/7/2012,27.07,27.78,26.84,27.48,51751806,990
12/10/2012,27.17,28.17,27.1,27.84,50608466,989
12/11/2012,28.07,28.24,27.66,27.98,77099033,988
12/12/2012,28,28.14,27.37,27.58,46704201,987
12/13/2012,27.59,28.75,27.43,28.24,81051549,986
12/14/2012,28.18,28.33,26.76,26.81,91631545,985
12/17/2012,26.77,27,26.32,26.75,57742403,984
12/18/2012,26.96,27.91,26.9,27.71,60512872,983
12/19/2012,27.83,28.22,26.95,27.41,61390122,982
12/20/2012,27.49,27.6,27.13,27.36,35574784,981
12/21/2012,26.66,27.01,26.12,26.26,54555183,980
12/24/2012,26.5,26.96,26.2,26.93,28230035,979
12/26/2012,27.03,27.18,26.38,26.51,33175320,978
12/27/2012,26.55,26.8,25.52,26.05,43481682,977
12/28/2012,25.48,26.11,25.15,25.91,56574797,976
12/31/2012,26.2,26.99,26.11,26.62,60374424,975
1/2/2013,27.44,28.18,27.42,28,69844980,974
1/3/2013,27.88,28.47,27.59,27.77,63140530,973
1/4/2013,28.01,28.93,27.83,28.76,72715349,972
1/7/2013,28.69,29.79,28.65,29.42,83781725,971
1/8/2013,29.51,29.6,28.86,29.06,45870933,970
1/9/2013,29.67,30.6,29.49,30.59,104787653,969
1/10/2013,30.6,31.45,30.28,31.3,95316372,968
1/11/2013,31.28,31.96,31.1,31.72,89597985,967
1/14/2013,32.08,32.21,30.62,30.95,98886858,966
1/15/2013,30.64,31.71,29.88,30.1,173242356,965
1/16/2013,30.21,30.35,29.53,29.85,75332648,964
1/17/2013,30.08,30.42,30.03,30.14,40256606,963
1/18/2013,30.31,30.44,29.27,29.66,49631496,962
1/22/2013,29.75,30.89,29.74,30.73,55243212,961
1/23/2013,31.1,31.5,30.8,30.82,48899741,960
1/24/2013,31.27,31.49,30.81,31.08,43845049,959
1/25/2013,31.41,31.93,31.13,31.54,54363551,958
1/28/2013,31.88,32.51,31.81,32.47,59681410,957
1/29/2013,32,32.07,30.71,30.79,72976496,956
1/30/2013,30.98,31.49,30.88,31.24,87682080,955
1/31/2013,29.15,31.47,28.74,30.98,190743612,954
2/1/2013,31.01,31.02,29.63,29.73,85856666,953
2/4/2013,29.06,29.2,28.01,28.11,92362184,952
2/5/2013,28.26,28.96,28.04,28.64,47948191,951
2/6/2013,28.74,29.29,28.66,29.05,38375742,950
2/7/2013,29.11,29.15,28.27,28.65,34540014,949
2/8/2013,28.89,29.17,28.51,28.54,37708729,948
2/11/2013,28.61,28.68,28.04,28.26,37361742,947
2/12/2013,27.67,28.16,27.1,27.37,93495635,946
2/13/2013,27.36,28.32,27.31,27.91,50163959,945
2/14/2013,28.02,28.63,28.01,28.5,35618411,944
2/15/2013,28.52,28.75,28.09,28.32,33109105,943
2/19/2013,28.23,29.08,28.12,28.93,49411547,942
2/20/2013,28.92,29.05,28.33,28.46,42098118,941
2/21/2013,28.28,28.55,27.15,27.28,49647671,940
2/22/2013,27.62,27.63,26.82,27.13,36350149,939
2/25/2013,27.16,27.64,27.15,27.27,34651983,938
2/26/2013,27.36,27.46,26.7,27.39,31611642,937
2/27/2013,27.34,27.34,26.63,26.87,44319628,936
2/28/2013,26.84,27.3,26.34,27.25,83027721,935
3/1/2013,27.05,28.12,26.81,27.78,54064731,934
3/4/2013,27.76,28.06,27.44,27.72,32400645,933
3/5/2013,27.88,28.18,27.21,27.52,40622189,932
3/6/2013,28.1,28.13,27.35,27.45,33532526,931
3/7/2013,27.57,28.68,27.47,28.58,74540116,930
3/8/2013,28.42,28.47,27.73,27.96,44198838,929
3/11/2013,28.01,28.64,27.83,28.14,35642057,928
3/12/2013,28.1,28.32,27.6,27.83,27569590,927
3/13/2013,27.62,27.65,26.92,27.08,39619443,926
3/14/2013,27.1,27.43,26.83,27.04,27646381,925
